
RETE REPORT      ID BREVE           DESCRIZIONE                                        UNITA  VALEN  KIND     
  32 BZLOKM     223 FF              Intensita' vento                                   DMSEC  P60    RILE     
  32 BZLOKM     224 UMID            Umidita' percentuale                               PERC   P60    RILE     
  32 BZLOKM     225 TMAX            Temperatura massima aria                           GC10   P60    RILE     
  32 BZLOKM     226 TMIN            Temperatura minima aria                            GC10   P60    RILE     
  33 PO267      158 TATA            Temperatura aria                                   GC     P5     RILE     
  33 PO267      159 PRECI           Precipitazione cumulata nel periodo                MM     P30    RILE     
  33 PO267      160 PRECI           Precipitazione cumulata nel periodo                MM     P60    RILE     
  33 PO267      161 IDRO            Livello idrometrico                                M      P5     RILE     
  33 PO267      162 SSM             strato nevoso                                      M      P5     RILE     
  35 CLIMAT     227 FF10MT          Intensita' vento                                   MSEC   P1440  CALC     
  35 CLIMAT     228 FN10MT          Intensita' vento                                   MSEC   P1440  CALC     
  35 CLIMAT     229 FM10MT          Intensita' vento massimo                           MSEC   P1440  CALC     
  35 CLIMAT     230 DIRPRE10MT      Direzione prevalente vento medio                   OTTAVI P1440  CALC     
  35 CLIMAT     231 TMED180         Temperatura media aria                             GC     P1440  CALC     
  35 CLIMAT     232 TMINASS180      Temperatura minima aria                            GC     P1440  CALC     
  35 CLIMAT     233 TMAXASS180      Temperatura massima aria                           GC     P1440  CALC     
  35 CLIMAT     234 TMED50          Temperatura media aria                             GC     P1440  CALC     
  35 CLIMAT     235 TMINASS50       Temperatura minima aria                            GC     P1440  CALC     
  35 CLIMAT     236 TMAXASS50       Temperatura massima aria                           GC     P1440  CALC     
  35 CLIMAT     237 TMEDSUOLO       Temperatura media suolo                            GC     P1440  CALC     
  35 CLIMAT     238 TMINASSSUOLO    Temperatura minima suolo                           GC     P1440  CALC     
  35 CLIMAT     239 TMAXASSSUOLO    Temperatura massima suolo                          GC     P1440  CALC     
  35 CLIMAT     240 UMED180         Umidita' percentuale media                         PERC   P1440  CALC     
  35 CLIMAT     241 UMINASS180      Umidita' percentuale minima                        PERC   P1440  CALC     
  35 CLIMAT     242 UMAXASS180      Umidita' percentuale massima                       PERC   P1440  CALC     
  35 CLIMAT     243 PRES0M          Pressione aria a livello stazione media            MBAR   P1440  CALC     
  35 CLIMAT     244 PRES0N          Pressione aria a livello stazione minima           MBAR   P1440  CALC     
  35 CLIMAT     245 PRES0X          Pressione aria a livello stazione massima          MBAR   P1440  CALC     
  35 CLIMAT     246 RADSOL          Radiazione solare                                  RADCC  P1440  CALC     
  35 CLIMAT     247 RADMIN          Radiazione solare minima                           RADCC  P1440  CALC     
  35 CLIMAT     248 RADMAX          Radiazione solare massima                          RADCC  P1440  CALC     
  35 CLIMAT     249 LINSOL          Insolazione                                        MN     P1440  CALC     
  35 CLIMAT     250 PRECI           Precipitazione cumulata nel periodo                MM     P1440  CALC     
  35 CLIMAT     251 TMED-10         Temperatura media aria                             GC     P1440  CALC     
  35 CLIMAT     252 TMINASS-10      Temperatura minima aria                            GC     P1440  CALC     
  35 CLIMAT     253 TMAXASS-10      Temperatura massima aria                           GC     P1440  CALC     
  35 CLIMAT     254 TMED-50         Temperatura media aria                             GC     P1440  CALC     
  35 CLIMAT     255 TMINASS-50      Temperatura minima aria                            GC     P1440  CALC     
  35 CLIMAT     256 TMAXASS-50      Temperatura massima aria                           GC     P1440  CALC     
  35 CLIMAT     257 BAGNA           Bagnatura fogliare                                 MN     P1440  CALC     
  35 CLIMAT     258 FF              Intensita' vento                                   MSEC   P1440  CALC     
  35 CLIMAT     271 PRECISYN        Precipitazione cumulata nel periodo                MM     P1440  CALC     
  35 CLIMAT     272 TMAXSYN         Temperatura massima aria                           GC     P1440  CALC     
  35 CLIMAT     273 TMINSYN         Temperatura minima aria                            GC     P1440  CALC     
  35 CLIMAT     275 NVALFF          Numero dei Valori                                  NUM    P1440  CALC     
  35 CLIMAT     276 NVALFN          Numero dei Valori                                  NUM    P1440  CALC     
  35 CLIMAT     277 NVALFM          Numero dei Valori                                  NUM    P1440  CALC     
  35 CLIMAT     278 NVALDIRPRE      Numero dei Valori                                  NUM    P1440  CALC     
  35 CLIMAT     279 NVALTMED180     Numero dei Valori                                  NUM    P1440  CALC     
  35 CLIMAT     280 NVALTMINASS180  Numero dei Valori                                  NUM    P1440  CALC     
  35 CLIMAT     281 NVALTMAXASS180  Numero dei Valori                                  NUM    P1440  CALC     
  35 CLIMAT     282 NVALTMED50      Numero dei Valori                                  NUM    P1440  CALC     
  35 CLIMAT     283 NVALTMINASS50   Numero dei Valori                                  NUM    P1440  CALC     
  35 CLIMAT     284 NVALTMAXASS50   Numero dei Valori                                  NUM    P1440  CALC     
  35 CLIMAT     285 NVALTMEDSUOLO   Numero dei Valori                                  NUM    P1440  CALC     
  35 CLIMAT     286 NVALTMINASSSUOL Numero dei Valori                                  NUM    P1440  CALC     
                    O                                                                                         
                                                                                                              
  35 CLIMAT     287 NVALTMAXASSSUOL Numero dei Valori                                  NUM    P1440  CALC     
                    O                                                                                         
                                                                                                              
  35 CLIMAT     288 NVALUMED        Numero dei Valori                                  NUM    P1440  CALC     
  35 CLIMAT     289 NVALUMINASS     Numero dei Valori                                  NUM    P1440  CALC     
  35 CLIMAT     290 NVALUMAXASS     Numero dei Valori                                  NUM    P1440  CALC     
  35 CLIMAT     291 NVALPRES0M      Numero dei Valori                                  NUM    P1440  CALC     
  35 CLIMAT     292 NVALPRES0N      Numero dei Valori                                  NUM    P1440  CALC     
  35 CLIMAT     293 NVALPRES0X      Numero dei Valori                                  NUM    P1440  CALC     
  35 CLIMAT     294 NVALRADSOL      Numero dei Valori                                  NUM    P1440  CALC     
  35 CLIMAT     295 NVALRADMIN      Numero dei Valori                                  NUM    P1440  CALC     
  35 CLIMAT     296 NVALRADMAX      Numero dei Valori                                  NUM    P1440  CALC     
  35 CLIMAT     297 NVALLINSOL      Numero dei Valori                                  NUM    P1440  CALC     
  35 CLIMAT     298 NVALPRECI       Numero dei Valori                                  NUM    P1440  CALC     
  35 CLIMAT     299 NVALTMED-10     Numero dei Valori                                  NUM    P1440  CALC     
  35 CLIMAT     300 NVALTMINASS-10  Numero dei Valori                                  NUM    P1440  CALC     
  35 CLIMAT     301 NVALTMAXASS-10  Numero dei Valori                                  NUM    P1440  CALC     
  35 CLIMAT     302 NVALTMED-50     Numero dei Valori                                  NUM    P1440  CALC     
  35 CLIMAT     303 NVALTMINASS-50  Numero dei Valori                                  NUM    P1440  CALC     
  35 CLIMAT     304 NVALTMAXASS-50  Numero dei Valori                                  NUM    P1440  CALC     
  35 CLIMAT     305 NVALBAGNA       Numero dei Valori                                  NUM    P1440  CALC     
  35 CLIMAT     306 NVALPRECISYN    Numero dei Valori                                  NUM    P1440  CALC     
  35 CLIMAT     307 NVALTMAXSYN     Numero dei Valori                                  NUM    P1440  CALC     
  35 CLIMAT     308 NVALTMINSYN     Numero dei Valori                                  NUM    P1440  CALC     
  35 CLIMAT     315 NVALFF          Numero dei Valori                                  NUM    P1440  CALC     
  35 CLIMAT     323 ETP             Stato suolo                                        MM     P1440  CALC     
  35 CLIMAT     324 VETTVENTO       Intensita' vento                                   MSEC   P1440  CALC     
  35 CLIMAT     325 VETTVENTO       Direzione prevalente vento medio                   OTTAVI P1440  CALC     
  35 CLIMAT     326 VENTO SFILATO   Percorso in KM del vento medio                     KM     P1440  CALC     
  35 CLIMAT     327 NUVMED                                                             CN8    P1440  CALC     
  35 CLIMAT     328 NUVMAX                                                             CN8    P1440  CALC     
  35 CLIMAT     329 NUVMIN                                                             CN8    P1440  CALC     
  35 CLIMAT     330 NVALNUMED       Numero dei Valori                                  NUM    P1440  CALC     
  35 CLIMAT     331 NVALNUVMAX      Numero dei Valori                                  NUM    P1440  CALC     
  35 CLIMAT     332 NVALNUVMIN      Numero dei Valori                                  NUM    P1440  CALC     
  35 CLIMAT     333 NVESFI                                                             NUM    P1440  CALC     
  35 CLIMAT     340 TM100                                                              GC     P1440  CALC     
  35 CLIMAT     341 TN100                                                              GC     P1440  CALC     
  35 CLIMAT     342 TX100                                                              GC     P1440  CALC     
  35 CLIMAT     343 NTMED100                                                           NUM    P1440  CALC     
  35 CLIMAT     344 NTMIN100                                                           NUM    P1440  CALC     
  35 CLIMAT     345 NTMAX100                                                           NUM    P1440  CALC     
  35 CLIMAT     346 PREMAX                                                             MM     P1440  CALC     
  35 CLIMAT     347 NPREMAX                                                            NUM    P1440  CALC     
  35 CLIMAT     556 TMAXASS100      Temperatura massima aria                           GC     P1440  CALC     
  35 CLIMAT     557 TMED100         Temperatura media aria                             GC     P1440  CALC     
  35 CLIMAT     558 TMINASS100      Temperatura minima aria                            GC     P1440  CALC     
  35 CLIMAT     559 NVALTMED100     Numero dei Valori                                  NUM    P1440  CALC     
  35 CLIMAT     560 NVALTMINASS100  Numero dei Valori                                  NUM    P1440  CALC     
  35 CLIMAT     561 NVALTMAXASS100  Numero dei Valori                                  NUM    P1440  CALC     
  37 IDROST     473 PRECI           Precipitazione cumulata nel periodo                MM     P1440  CALC     
  37 IDROST     474 TMINASS180      Temperatura minima aria                            GC     P1440  CALC     
  37 IDROST     475 TMAXASS180      Temperatura massima aria                           GC     P1440  CALC     
  37 IDROST     566 PRECIMENS       Precipitazione cumulata nel periodo                MM     P43200 RILE     
  39 IDRMEC     160 PRECI           Precipitazione cumulata nel periodo                MM     P60    RILE     
  39 IDRMEC     172 PRECI           Precipitazione cumulata nel periodo                MM     P15    RILE     
  39 IDRMEC     463 PRECIMX5M       Precipitazione cumulata nel periodo                MM     P15    RILE     
  39 IDRMEC     464 PRECIMX10M      Precipitazione cumulata nel periodo                MM     P15    RILE     
  39 IDRMEC     465 PRECIMX15M      Precipitazione cumulata nel periodo                MM     P15    RILE     
  39 IDRMEC     466 PRECIMX20M      Precipitazione cumulata nel periodo                MM     P15    RILE     
  39 IDRMEC     467 PRECIMX30M      Precipitazione cumulata nel periodo                MM     P15    RILE     
  39 IDRMEC     468 PRECIMX60M      Precipitazione cumulata nel periodo                MM     P15    RILE     
  39 IDRMEC     469 PRECIMX180M     Precipitazione cumulata nel periodo                MM     P15    RILE     
  39 IDRMEC     470 PRECIMX360M     Precipitazione cumulata nel periodo                MM     P15    RILE     
  39 IDRMEC     471 PRECIMX720M     Precipitazione cumulata nel periodo                MM     P15    RILE     
  39 IDRMEC     472 PRECIMX1440M    Precipitazione cumulata nel periodo                MM     P15    RILE     
  40 CLINUR     227 FF10MT          Intensita' vento                                   MSEC   P1440  CALC     
  40 CLINUR     228 FN10MT          Intensita' vento                                   MSEC   P1440  CALC     
  40 CLINUR     229 FM10MT          Intensita' vento massimo                           MSEC   P1440  CALC     
  40 CLINUR     230 DIRPRE10MT      Direzione prevalente vento medio                   OTTAVI P1440  CALC     
  40 CLINUR     231 TMED180         Temperatura media aria                             GC     P1440  CALC     
  40 CLINUR     232 TMINASS180      Temperatura minima aria                            GC     P1440  CALC     
  40 CLINUR     233 TMAXASS180      Temperatura massima aria                           GC     P1440  CALC     
  40 CLINUR     234 TMED50          Temperatura media aria                             GC     P1440  CALC     
  40 CLINUR     235 TMINASS50       Temperatura minima aria                            GC     P1440  CALC     
  40 CLINUR     236 TMAXASS50       Temperatura massima aria                           GC     P1440  CALC     
  40 CLINUR     237 TMEDSUOLO       Temperatura media suolo                            GC     P1440  CALC     
  40 CLINUR     238 TMINASSSUOLO    Temperatura minima suolo                           GC     P1440  CALC     
  40 CLINUR     239 TMAXASSSUOLO    Temperatura massima suolo                          GC     P1440  CALC     
  40 CLINUR     240 UMED180         Umidita' percentuale media                         PERC   P1440  CALC     
  40 CLINUR     241 UMINASS180      Umidita' percentuale minima                        PERC   P1440  CALC     
  40 CLINUR     242 UMAXASS180      Umidita' percentuale massima                       PERC   P1440  CALC     
  40 CLINUR     243 PRES0M          Pressione aria a livello stazione media            MBAR   P1440  CALC     
  40 CLINUR     244 PRES0N          Pressione aria a livello stazione minima           MBAR   P1440  CALC     
  40 CLINUR     245 PRES0X          Pressione aria a livello stazione massima          MBAR   P1440  CALC     
  40 CLINUR     246 RADSOL          Radiazione solare                                  RADCC  P1440  CALC     
  40 CLINUR     247 RADMIN          Radiazione solare minima                           RADCC  P1440  CALC     
  40 CLINUR     248 RADMAX          Radiazione solare massima                          RADCC  P1440  CALC     
  40 CLINUR     249 LINSOL          Insolazione                                        MN     P1440  CALC     
  40 CLINUR     250 PRECI           Precipitazione cumulata nel periodo                MM     P1440  CALC     
  40 CLINUR     251 TMED-10         Temperatura media aria                             GC     P1440  CALC     
  40 CLINUR     252 TMINASS-10      Temperatura minima aria                            GC     P1440  CALC     
  40 CLINUR     253 TMAXASS-10      Temperatura massima aria                           GC     P1440  CALC     
  40 CLINUR     254 TMED-50         Temperatura media aria                             GC     P1440  CALC     
  40 CLINUR     255 TMINASS-50      Temperatura minima aria                            GC     P1440  CALC     
  40 CLINUR     256 TMAXASS-50      Temperatura massima aria                           GC     P1440  CALC     
  40 CLINUR     257 BAGNA           Bagnatura fogliare                                 MN     P1440  CALC     
  40 CLINUR     258 FF              Intensita' vento                                   MSEC   P1440  CALC     
  40 CLINUR     271 PRECISYN        Precipitazione cumulata nel periodo                MM     P1440  CALC     
  40 CLINUR     272 TMAXSYN         Temperatura massima aria                           GC     P1440  CALC     
  40 CLINUR     273 TMINSYN         Temperatura minima aria                            GC     P1440  CALC     
  40 CLINUR     275 NVALFF          Numero dei Valori                                  NUM    P1440  CALC     
  40 CLINUR     276 NVALFN          Numero dei Valori                                  NUM    P1440  CALC     
  40 CLINUR     277 NVALFM          Numero dei Valori                                  NUM    P1440  CALC     
  40 CLINUR     278 NVALDIRPRE      Numero dei Valori                                  NUM    P1440  CALC     
  40 CLINUR     279 NVALTMED180     Numero dei Valori                                  NUM    P1440  CALC     
  40 CLINUR     280 NVALTMINASS180  Numero dei Valori                                  NUM    P1440  CALC     
  40 CLINUR     281 NVALTMAXASS180  Numero dei Valori                                  NUM    P1440  CALC     
  40 CLINUR     282 NVALTMED50      Numero dei Valori                                  NUM    P1440  CALC     
  40 CLINUR     283 NVALTMINASS50   Numero dei Valori                                  NUM    P1440  CALC     
  40 CLINUR     284 NVALTMAXASS50   Numero dei Valori                                  NUM    P1440  CALC     
  40 CLINUR     285 NVALTMEDSUOLO   Numero dei Valori                                  NUM    P1440  CALC     
  40 CLINUR     286 NVALTMINASSSUOL Numero dei Valori                                  NUM    P1440  CALC     
                    O                                                                                         
                                                                                                              
  40 CLINUR     287 NVALTMAXASSSUOL Numero dei Valori                                  NUM    P1440  CALC     
                    O                                                                                         
                                                                                                              
  40 CLINUR     288 NVALUMED        Numero dei Valori                                  NUM    P1440  CALC     
  40 CLINUR     289 NVALUMINASS     Numero dei Valori                                  NUM    P1440  CALC     
  40 CLINUR     290 NVALUMAXASS     Numero dei Valori                                  NUM    P1440  CALC     
  40 CLINUR     291 NVALPRES0M      Numero dei Valori                                  NUM    P1440  CALC     
  40 CLINUR     292 NVALPRES0N      Numero dei Valori                                  NUM    P1440  CALC     
  40 CLINUR     293 NVALPRES0X      Numero dei Valori                                  NUM    P1440  CALC     
  40 CLINUR     294 NVALRADSOL      Numero dei Valori                                  NUM    P1440  CALC     
  40 CLINUR     295 NVALRADMIN      Numero dei Valori                                  NUM    P1440  CALC     
  40 CLINUR     296 NVALRADMAX      Numero dei Valori                                  NUM    P1440  CALC     
  40 CLINUR     297 NVALLINSOL      Numero dei Valori                                  NUM    P1440  CALC     
  40 CLINUR     298 NVALPRECI       Numero dei Valori                                  NUM    P1440  CALC     
  40 CLINUR     299 NVALTMED-10     Numero dei Valori                                  NUM    P1440  CALC     
  40 CLINUR     300 NVALTMINASS-10  Numero dei Valori                                  NUM    P1440  CALC     
  40 CLINUR     301 NVALTMAXASS-10  Numero dei Valori                                  NUM    P1440  CALC     
  40 CLINUR     302 NVALTMED-50     Numero dei Valori                                  NUM    P1440  CALC     
  40 CLINUR     303 NVALTMINASS-50  Numero dei Valori                                  NUM    P1440  CALC     
  40 CLINUR     304 NVALTMAXASS-50  Numero dei Valori                                  NUM    P1440  CALC     
  40 CLINUR     305 NVALBAGNA       Numero dei Valori                                  NUM    P1440  CALC     
  40 CLINUR     306 NVALPRECISYN    Numero dei Valori                                  NUM    P1440  CALC     
  40 CLINUR     307 NVALTMAXSYN     Numero dei Valori                                  NUM    P1440  CALC     
  40 CLINUR     308 NVALTMINSYN     Numero dei Valori                                  NUM    P1440  CALC     
  40 CLINUR     315 NVALFF          Numero dei Valori                                  NUM    P1440  CALC     
  40 CLINUR     323 ETP             Stato suolo                                        MM     P1440  CALC     
  40 CLINUR     324 VETTVENTO       Intensita' vento                                   MSEC   P1440  CALC     
  40 CLINUR     325 VETTVENTO       Direzione prevalente vento medio                   OTTAVI P1440  CALC     
  40 CLINUR     326 VENTO SFILATO   Percorso in KM del vento medio                     KM     P1440  CALC     
  40 CLINUR     327 NUVMED                                                             CN8    P1440  CALC     
  40 CLINUR     328 NUVMAX                                                             CN8    P1440  CALC     
  40 CLINUR     329 NUVMIN                                                             CN8    P1440  CALC     
  40 CLINUR     330 NVALNUMED       Numero dei Valori                                  NUM    P1440  CALC     
  40 CLINUR     331 NVALNUVMAX      Numero dei Valori                                  NUM    P1440  CALC     
  40 CLINUR     332 NVALNUVMIN      Numero dei Valori                                  NUM    P1440  CALC     
  40 CLINUR     333 NVESFI                                                             NUM    P1440  CALC     
  40 CLINUR     340 TM100                                                              GC     P1440  CALC     
  40 CLINUR     341 TN100                                                              GC     P1440  CALC     
  40 CLINUR     342 TX100                                                              GC     P1440  CALC     
  40 CLINUR     343 NTMED100                                                           NUM    P1440  CALC     
  40 CLINUR     344 NTMIN100                                                           NUM    P1440  CALC     
  40 CLINUR     345 NTMAX100                                                           NUM    P1440  CALC     
  40 CLINUR     346 PREMAX                                                             MM     P1440  CALC     
  40 CLINUR     347 NPREMAX                                                            NUM    P1440  CALC     
  42 SYREP      232 TMINASS180      Temperatura minima aria                            GC     P1440  CALC     
  42 SYREP      233 TMAXASS180      Temperatura massima aria                           GC     P1440  CALC     
  42 SYREP      238 TMINASSSUOLO    Temperatura minima suolo                           GC     P1440  CALC     
  42 SYREP      241 UMINASS180      Umidita' percentuale minima                        PERC   P1440  CALC     
  42 SYREP      242 UMAXASS180      Umidita' percentuale massima                       PERC   P1440  CALC     
  42 SYREP      246 RADSOL          Radiazione solare                                  RADCC  P1440  CALC     
  42 SYREP      249 LINSOL          Insolazione                                        MN     P1440  CALC     
  42 SYREP      634 DD              Direzione vento                                    GSES   P1440  RILE     
  42 SYREP      635 FF              Intensita' vento                                   KN     P1440  RILE     
  42 SYREP      636 HHHV            Ora del massimo                                    HHMN   P1440  RILE     
  42 SYREP      638 HHHX            Ora del massimo                                    HHMN   P1440  RILE     
  42 SYREP      640 HHHN            Ora del minimo                                     HHMN   P1440  RILE     
  42 SYREP      643 P0012           Precipitazione cumulata nel periodo                MM     P1440  RILE     
  42 SYREP      644 P1224           Precipitazione cumulata nel periodo                MM     P1440  RILE     
  42 SYREP      646 E               stato del barometro                                NUM    P1440  RILE     
  42 SYREP      648 EG              stato del barometro                                NUM    P1440  RILE     
  42 SYREP      649 SSS             strato nevoso                                      M      P1440  RILE     
  42 SYREP      650 F_A                                                                NUM    P1440  RILE     
  42 SYREP      651 F_B                                                                NUM    P1440  RILE     
  42 SYREP      652 F_C                                                                NUM    P1440  RILE     
  42 SYREP      653 F_D                                                                NUM    P1440  RILE     
  42 SYREP      654 F_E                                                                NUM    P1440  RILE     
  42 SYREP      655 F_F                                                                NUM    P1440  RILE     
  42 SYREP      656 F_G                                                                NUM    P1440  RILE     
  42 SYREP      657 F_H                                                                NUM    P1440  RILE     
  42 SYREP      658 F_I                                                                NUM    P1440  RILE     
  43 FREATI     660 LIVFREAT        livello                                            M      P60    RILE     
  43 FREATI     661 TSS             Temperatura dell' acqua                            GC     P60    RILE     
  43 FREATI     662 CONDWSS         conducibilita'                                     SM     P60    RILE     

946 rows selected.

